product_url,category_name,status,error
https://paralizator.com.ua/elektroshoker-sherhan-1101-20000-w-original,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-k99,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-bl-1105-police,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-1802,"Фонарики электрошокеры",new,
https://paralizator.com.ua/shoker-6800,"Фонарики электрошокеры",new,
https://paralizator.com.ua/shoker-t1908,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-scorpion-1102-original-s-chehlom,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-phantom-zz-t10-police,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-x4-police,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-sherhan-1101,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-fonar-bl-1103-police,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-zz-1104-police-original-s-chehlom,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-bl-x5-police,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-titan-1108-original,"Фонарики электрошокеры",new,
https://paralizator.com.ua/shoker-1203-police,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-1315-police,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-bl-m11-police,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-titan-1108-pro-police-black,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-scorpion-1102-turbo-police-original,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-barracuda-1168-police-original,"Фонарики электрошокеры",new,
https://paralizator.com.ua/shoker-6610b,"Фонарики электрошокеры",new,
https://paralizator.com.ua/shoker-k59,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-power-police-plus-germaniya,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-fonar-osa-288-police,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-zz-2013-police,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-osa-912-jidu,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-piranha-x3-police,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-tiger-8810-police-x-men,"Фонарики электрошокеры",new,
https://paralizator.com.ua/shoker-x6-prime,"Фонарики электрошокеры",new,
https://paralizator.com.ua/shoker-9902,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-6610,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-910a-police-original-s-chehlom,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-bl-007-police,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-osa-805105-original,"Фонарики электрошокеры",new,
https://paralizator.com.ua/fonarik-elektroshoker-ch-46,"Фонарики электрошокеры",new,
https://paralizator.com.ua/elektroshoker-osa-928-power,"Классические электрошокеры",new,
https://paralizator.com.ua/elektroshoker-tw-1902,"Классические электрошокеры",new,
https://paralizator.com.ua/elektroshoker-osa-800,"Классические электрошокеры",new,
https://paralizator.com.ua/elektroshoker-cw-1,"Классические электрошокеры",new,
https://paralizator.com.ua/elektroshoker-krayt-928-viper,"Классические электрошокеры",new,
https://paralizator.com.ua/elektroshoker-osa-928-pro,"Классические электрошокеры",new,
https://paralizator.com.ua/elektroshoker-gepard,"Классические электрошокеры",new,
https://paralizator.com.ua/elektroshoker-osa-800-mini,"Классические электрошокеры",new,
https://paralizator.com.ua/elektroshoker-zeus,"Классические электрошокеры",new,
https://paralizator.com.ua/elektroshoker-osa-704,"Классические электрошокеры",new,
https://paralizator.com.ua/elektroshoker-osa-618,"Классические электрошокеры",new,
https://paralizator.com.ua/shoker-tw-1901,"Классические электрошокеры",new,
https://paralizator.com.ua/elektroshoker-kastet-blast-knuckle,"Классические электрошокеры",new,
https://paralizator.com.ua/elektroshoker-800-turbo,"Классические электрошокеры",new,
https://paralizator.com.ua/shoker-tw-398,"Классические электрошокеры",new,
https://paralizator.com.ua/elektroshoker-desert-eagle-tw-302,"Классические электрошокеры",new,
https://paralizator.com.ua/elektroshoker-alarm-tw-10,"Классические электрошокеры",new,
https://paralizator.com.ua/shoker-gt-911,"Классические электрошокеры",new,
https://paralizator.com.ua/shoker-jw-03,"Классические электрошокеры",new,
https://paralizator.com.ua/shoker-ws-1203,"Классические электрошокеры",new,
https://paralizator.com.ua/shoker-dragon-3000,"Классические электрошокеры",new,
https://paralizator.com.ua/elektroshoker-kl-800,"Классические электрошокеры",new,
https://paralizator.com.ua/shoker-a2,"Классические электрошокеры",new,
https://paralizator.com.ua/elektroshoker-osa-888,"Классические электрошокеры",new,
https://paralizator.com.ua/elektroshoker-akis-pro-black,"Классические электрошокеры",new,
https://paralizator.com.ua/elektroshoker-jw-05,"Классические электрошокеры",new,
https://paralizator.com.ua/shoker-jw-02,"Классические электрошокеры",new,
https://paralizator.com.ua/shoker-avatar-x6,"Классические электрошокеры",new,
https://paralizator.com.ua/shoker-6601,"Классические электрошокеры",new,
https://paralizator.com.ua/elektroshoker-w2009,"Классические электрошокеры",new,
https://paralizator.com.ua/elektroshoker-x6-original,"Классические электрошокеры",new,
https://paralizator.com.ua/elektroshoker-marlboro-red,"Классические электрошокеры",new,
https://paralizator.com.ua/shoker-osa-811,"Классические электрошокеры",new,
https://paralizator.com.ua/shoker-osa-958,"Классические электрошокеры",new,
https://paralizator.com.ua/elektroshoker-osa-916-pro,"Классические электрошокеры",new,
https://paralizator.com.ua/shoker-jolt,"Классические электрошокеры",new,
https://paralizator.com.ua/strelyayushchiy-shoker-phazzer,"Стреляющие электрошокеры",new,
https://paralizator.com.ua/strelyayushij-elektroshoker-phazzer-ultra,"Стреляющие электрошокеры",new,
https://paralizator.com.ua/strelyayushchiy-elektroshoker-phazzer-a1,"Стреляющие электрошокеры",new,
https://paralizator.com.ua/strelyayushij-shoker-phazzer-x1,"Стреляющие электрошокеры",new,
https://paralizator.com.ua/strelyayushij-shoker-phazzer-eagle,"Стреляющие электрошокеры",new,
https://paralizator.com.ua/strelyayushchiy-shoker-x26p-usa,"Стреляющие электрошокеры",new,
https://paralizator.com.ua/strelyayushchiy-elektroshoker-x2-usa,"Стреляющие электрошокеры",new,
https://paralizator.com.ua/strelyayushchiy-shoker-bolt-usa,"Стреляющие электрошокеры",new,
https://paralizator.com.ua/teleskopicheskij-elektroshoker-dubinka-hy-x10-police,"Дубинки электрошокеры",new,
https://paralizator.com.ua/elektroshoker-x8-police,"Дубинки электрошокеры",new,
https://paralizator.com.ua/elektroshoker-bl-1138-police,"Дубинки электрошокеры",new,
https://paralizator.com.ua/shoker-hy-x10-gold-premium,"Дубинки электрошокеры",new,
https://paralizator.com.ua/elektroshoker-osa-809,"Дубинки электрошокеры",new,
https://paralizator.com.ua/elektroshoker-osa-1109-police,"Дубинки электрошокеры",new,
https://paralizator.com.ua/elektroshoker-h168,"Дубинки электрошокеры",new,
https://paralizator.com.ua/elektroshoker-osa-1188-police,"Дубинки электрошокеры",new,
https://paralizator.com.ua/shoker-bl-1132,"Дубинки электрошокеры",new,
https://paralizator.com.ua/shoker-x8-gold-premium,"Дубинки электрошокеры",new,
https://paralizator.com.ua/teleskopicheskiy-elektroshoker-yt-10-police,"Дубинки электрошокеры",new,
https://paralizator.com.ua/elektroshoker-osa-1110,"Дубинки электрошокеры",new,
https://paralizator.com.ua/elektroshoker-dubinka-osa-989,"Дубинки электрошокеры",new,
https://paralizator.com.ua/elektroshoker-osa-806,"Дубинки электрошокеры",new,
https://paralizator.com.ua/elektroshoker-ja-1108,"Дубинки электрошокеры",new,
https://paralizator.com.ua/shoker-osa-1118b,"Дубинки электрошокеры",new,
https://paralizator.com.ua/shoker-osa-1118,"Дубинки электрошокеры",new,
https://paralizator.com.ua/elektroshoker-osa-1202-lady-red,"Женские электрошокеры",new,
https://paralizator.com.ua/elektroshoker-osa-007-bmw-pink,"Женские электрошокеры",new,
https://paralizator.com.ua/elektroshoker-osa-1202-lady,"Женские электрошокеры",new,
https://paralizator.com.ua/shoker-tw-1701,"Женские электрошокеры",new,
https://paralizator.com.ua/shoker-tw-328,"Женские электрошокеры",new,
https://paralizator.com.ua/shoker-tw-1801,"Женские электрошокеры",new,
https://paralizator.com.ua/elektroshoker-yj-02,"Женские электрошокеры",new,
https://paralizator.com.ua/elektroshoker-bmw-007-black,"Женские электрошокеры",new,
https://paralizator.com.ua/shoker-osa-1202-pink,"Женские электрошокеры",new,
https://paralizator.com.ua/elektroshoker-k90-lady-black,"Женские электрошокеры",new,
https://paralizator.com.ua/shoker-osa-1202-black,"Женские электрошокеры",new,
https://paralizator.com.ua/shoker-fist-806,"Женские электрошокеры",new,
https://paralizator.com.ua/elektroshoker-akis-pro-yellow,"Женские электрошокеры",new,
https://paralizator.com.ua/shoker-1502,"Женские электрошокеры",new,
https://paralizator.com.ua/shoker-bats,"Женские электрошокеры",new,
https://paralizator.com.ua/shoker-h11,"Женские электрошокеры",new,
https://paralizator.com.ua/shoker-k90-red,"Женские электрошокеры",new,
https://paralizator.com.ua/shoker-tw-1602,"Женские электрошокеры",new,
https://paralizator.com.ua/elektroshoker-telefon-k50,"Телефоны электрошокеры",new,
https://paralizator.com.ua/elektroshoker-tw-109-extra,"Телефоны электрошокеры",new,
https://paralizator.com.ua/elektroshoker-kelin-k95,"Телефоны электрошокеры",new,
https://paralizator.com.ua/elektroshoker-iphone-10,"Телефоны электрошокеры",new,
https://paralizator.com.ua/elektroshoker-iphone-7,"Телефоны электрошокеры",new,
https://paralizator.com.ua/elektroshoker-iphone-i4,"Телефоны электрошокеры",new,
https://paralizator.com.ua/elektroshoker-tiger-8810-police-original-s-chehlom,"Электрошокеры Police",new,
https://paralizator.com.ua/elektroshoker-cobra-1106-pro-police,"Электрошокеры Police",new,
https://paralizator.com.ua/elektroshoker-cobra-1106,"Электрошокеры Police",new,
https://paralizator.com.ua/elektroshoker-strike-1109-police-original-s-chehlom,"Электрошокеры Police",new,
https://paralizator.com.ua/elektroshoker-fonar-bl-1158-police,"Электрошокеры Police",new,
https://paralizator.com.ua/cartridge-phazzer,"Аксессуары и комплектующие",new,
https://paralizator.com.ua/cartridge-phazzer-a1,"Аксессуары и комплектующие",new,
https://paralizator.com.ua/cartridge-x2,"Аксессуары и комплектующие",new,
https://paralizator.com.ua/cartridge-x26p,"Аксессуары и комплектующие",new,
https://paralizator.com.ua/akkumulyator-x26p,"Аксессуары и комплектующие",new,
https://paralizator.com.ua/battery-c2,"Аксессуары и комплектующие",new,
https://paralizator.com.ua/akkumulyator-bolt,"Аксессуары и комплектующие",new,
https://paralizator.com.ua/battery-x2,"Аксессуары и комплектующие",new,
https://paralizator.com.ua/cartridge-pulse,"Аксессуары и комплектующие",new,
https://paralizator.com.ua/cartridge-bolt,"Аксессуары и комплектующие",new,
https://paralizator.com.ua/battery-pulse,"Аксессуары и комплектующие",new,
https://paralizator.com.ua/cartridge-c2,"Аксессуары и комплектующие",new,
https://paralizator.com.ua/otpugivatel-zf2006,"Ультразвуковые отпугиватели собак",new,
https://paralizator.com.ua/otpugivatel-pu31,"Ультразвуковые отпугиватели собак",new,
https://paralizator.com.ua/otpugivatel-p9,"Ультразвуковые отпугиватели собак",new,
https://paralizator.com.ua/otpugivatel-k10,"Ультразвуковые отпугиватели собак",new,
https://paralizator.com.ua/ultrazvukovoj-otpugivatel-zf-851,"Ультразвуковые отпугиватели собак",new,
https://paralizator.com.ua/otpugivatel-k30,"Ультразвуковые отпугиватели собак",new,
https://paralizator.com.ua/otpugivatel-pu30,"Ультразвуковые отпугиватели собак",new,
https://paralizator.com.ua/otpugivatel-qg12,"Ультразвуковые отпугиватели собак",new,
https://paralizator.com.ua/otpugivatel-qg-07,"Ультразвуковые отпугиватели собак",new,
https://paralizator.com.ua/otpugivatel-d02,"Ультразвуковые отпугиватели собак",new,
https://paralizator.com.ua/otpugivatel-py03,"Ультразвуковые отпугиватели собак",new,
https://paralizator.com.ua/otpugivatel-n11,"Ультразвуковые отпугиватели собак",new,
https://paralizator.com.ua/otpugivatel-zf851,"Ультразвуковые отпугиватели собак",new,
